author,comment_id,label,like_count,published_at,text
,Ugx51ZGsmyiRWbiNT5t4AaABAg,neg,,,"It should be mandatory to say when it is AI. And not disclosing should be dealt with by removing content and banning repeat offenders, imo."
,UgyZnEjAjQ7zDzyLWvV4AaABAg,neg,,,"Mo one in there right mind would do this ,AI is the wrong path"
,UgwhUpqDk3i5UZn6orR4AaABAg,neu,,,So what is the dozer trying to accomplish?
,Ugz293umTNhZaqQziCN4AaABAg,neg,,,AI is ruining the internet
,UgwhoP1eeOTCqXn0r-R4AaABAg,neu,,,"We go to work and just do whatever, is what this is."
,UgzcUOKs1rAnKUd5DiB4AaABAg,neu,,,I hope the driver made it out.
,UgwTTS0MGLuMNHe5Kvx4AaABAg,pos,,,어떡해 너무 귀여워
,UgwSWzmy8PBmPR8klN14AaABAg,pos,,,옵치 일 잘하네?
,UgxfKUJISE9Q2QNd74l4AaABAg,pos,,,아빠 바라기들이네요 아빠랑 같이 가고싶어 뛰어오는거 너무 감동 ㅠㅠㅠㅠ
,UgwUxMlhGXl2hA6uj-t4AaABAg,neg,,,"47개 모든직업을 철저하게 조사해서 만든 영상입니다.

힘들게 만들었습니다. 꼭 1번씩 좋아요좀 부탁드립니다....

+캐슈가 누락됐습니다 죄송합니다.

쌀피엠과 체급 둘다 낮아서 본캐랑 부캐 둘다 별로라고 생각합니다"
,UgwxJ41jeFgDAnWhByV4AaABAg,pos,,,카리스마 최고~~~???
,UgwcoKtS_V8VuJzZLG94AaABAg,pos,,,I laughed so hard my dog did a backflip
,UgyWSuQSzIPYCwz0d294AaABAg,pos,,,SUPER DOG????????
,UgzvdTV_f7Xrh2yjqBJ4AaABAg,pos,,,"I finally trusted my dog, despite everything. ???"
,UgyJFssuxNvjkyp5O2N4AaABAg,pos,,,Dock very nice ?????????
,UgzF__oUR4S9MWJjMvp4AaABAg,pos,,,Good entertainment.
,Ugz4-W3cW0slXOG-kx14AaABAg,neg,,,ㅋㅋㅋ 손흥민이 공 잡자마자 바로 뛰어오네 왜 그렇게 열등감에 찌들었냐 ㅠㅠ 불쌍하네
,Ugw4fc8GlYiZzNOMGi54AaABAg,pos,,,리제 너무 귀여워?
,UgwMeXMBTIRC2J_B06x4AaABAg,pos,,,"아니 예쁜 여자가 성격이 어쩜 이러냐고~???
아들 얼굴 보고 싶다요??"
,UgxuNtn-OpgJAwjQX5F4AaABAg,pos,,,언니 너무 대단하신거같아용??? 추카하고 언니가 최고에용????
,Ugwd70icDW_X8Lp7CAR4AaABAg,pos,,,후하후핳 민쩌미친구들이랑 하는 99일이다앙!! 크리스마스 캐롤 춤 너무 중독성있구 너무 좋아앙 너나우리때 병원에 입원해있어서 핸드폰금지라서 못봤는데 나오면 내가 먼저 본다..!! 오늘도 영상 고맙구 좋은 주말 보내시쩜 !
,UgzHlfvPCo9TDbnzdL94AaABAg,neg,,,너무 극단적이십니다
,UgzllV-8e2Ydni9OWUt4AaABAg,neu,,,왜 나는 마크 골드가 없는 거지
,Ugygb2gB3EVqoXOVxt14AaABAg,pos,,,Love it. The bunt before batting practice.
,Ugx9yuIYCyPErJuoYql4AaABAg,pos,,,Gary Carter is alive and well!  Nice base hits.
,UgwLN7IFi2DxjIOuxMp4AaABAg,neg,,,The last swing I don’t think that is the right form.
,UgzELhdKAbiJkrmm01d4AaABAg,neu,,,"공방 오토 때문에 터져요...
투력컷이 점점 올라감ㅋㅋㅋㅋ"
,UgwDGdQtS4_xHUdzkxt4AaABAg,neu,,,Subscribe for more! ????
,UgwcqKRUu0lKk8TAvuB4AaABAg,neg,,,Ai is going to take over every occupation in the world
,UgzV0jjjBSxp3nf96CV4AaABAg,pos,,,This video is well made It deserves more views.
,Ugy8CY0k1gdETFk73554AaABAg,pos,,,애국가 심지어 일본인이 아는게 개웃기네ㅋㅋㅋㅋ
,UgwkIrqxfFmGYadYr114AaABAg,neg,,,일부로 보라고 한 거 같은데.. 뭔가 짜증나고 왜 저러나.. 싶네
,UgzMe8aVbB91oTPYfWp4AaABAg,neg,,,알리 테무 앱 까는 것도 스마트폰에 백도어 열어두는 것과 같음. 중국산은 일단 무조건 거르자..
,UgwhPw1qn8izbtg0_JB4AaABAg,neg,,,"usb 통신이 되어야 가능한 얘기를 ㅎㅎㅎ
이래서 인터넷은 사실 여부를 확인해야."
,Ugwb_Oi0PjuGFgyERvh4AaABAg,pos,,,좋다~~~~~~???
,UgzZFjQTev0L_lCLgcJ4AaABAg,pos,,,"와우~ 금손이다!! ><??
너무 멋져요~~~"
,UgzKhhPxyaxjpbpDJ_B4AaABAg,pos,,,대박
,Ugx-s7Ohpyut8q7Eewt4AaABAg,pos,,,"와우  ~~~~~멋지다 멋져~!!!!
갖고  싶네 ~~타고 싶어졌어요 히잉~~~~!!!"
,UgzeCJndfYz_A4SCqZp4AaABAg,pos,,,"요즘은 진짜 이런게 더 좋은듯
완벽히 비현실적이라 더 좋아
어설프게 리얼리티 살린다고 삽질하는거 보면 더빡침"
,Ugxgrzq1stjpc892ChR4AaABAg,neu,,,"Я думал в этой коробке будут сапоги Vertu, зимние??????"
,UgzCw_Q1MpyMwIDfrNp4AaABAg,neu,,,I think the box is the most expensive part of this
,Ugy035RngVG6tLuHSQB4AaABAg,pos,,,Wow nice ZTE
,Ugycp0YJ0EujdLcnLM54AaABAg,neu,,,The make these up the road from where I live.
,UgzB0hLOUplFW74o3-t4AaABAg,neg,,,와 목소리만 들어도 진심 정병 걸릴거 같네 나였으면 어느순간 눈 돌아가서 칼빵 놓았을거 같음
,Ugzfb-ZZ6Ctj6TNHUdN4AaABAg,neu,,,4백만원 보다 3백만원대에 400원 붙여서 박리다매 하겠단 거지
,UgxWvK9wbfoQYuCvGOF4AaABAg,pos,,,평소 인품도 좋고 존경도 받아야 직원들이 옆에 오는 거지.저렇게 장난 치면서 다가갈 수 있다는 것 자체가 덕이 좋은 사람.
,UgyWT-oPQFaxBCI1mol4AaABAg,pos,,,"정말 모두들 수고하셨습니다~~!!!
??????????????"
,UgyWPyHUHc7Mij7jDjl4AaABAg,neg,,,"기업 입장에서는 매출 잘나오는 중던을 먼저 손보는것은 당연하다고 해야 겠지요 ,허허허,, 저는 걱정인것이 ,, 디레지에 나오면서 사망처리 되는 기존npc 들이 걱정 입니다,, 그 사라지는 npc중에 대부분이 상던npc 들인데... 그들 죽으면 다시 이스핀즈 처럼 상던도 사라지는 것이 아닌가 하네요 ㅠㅠ 허허허허허"
,Ugz6lypDVQZJ-VpANqV4AaABAg,neu,,,"대리전의 양상 띄울때부터
예상은 어느정도 했었지만
러시아가 현실적 대처로서
낭만에 너무 젖어있던 유럽
싸대기를 날려버린 꼴이네"
,UgxBdrHgXWVVffasgPR4AaABAg,pos,,,원딜 퀘스트로 7코어가는게 존나 재밌겠는데 ㄹㅇ 딜뽕 새롭게 느낄거같은데
,UgxGb6GQ-z2qqfHjC2Z4AaABAg,neu,,,Yuki must fulfil his prophecy and Kamikaze into Norris. This is why he has been chosen as Redbull 2nd driver
,UgwIAPVLma8P5t_Og814AaABAg,neg,,,I haven't seen a team trying so hard to lose the driver championship since Ferrari 2022
,UgxmwBI9lDCdZ8x8zEZ4AaABAg,pos,,,From 104 points difference to 4 points lead is insane!!
,UgzP3xtWuInljwyF-lN4AaABAg,neu,,,KIMI NOOOOOO SO CLOSE TO HOLDING LANDO OFF
,UgxsqRPcXZ9Ah6rpqQd4AaABAg,neu,,,Never thought I'd see Mclaren as the new Ferrrari AND Ferrari as the new Williams....And Williams the new Ferraris
,UgyUNmRv4IKVlOVI77B4AaABAg,neu,,,3:55 Bro's seen the memes ??
,UgxJ2Khac6wX-BYoE-F4AaABAg,neu,,,"Me: ??
After realizing that there's one race left till DRS is history"
,Ugzj5defLszxr5gIn6x4AaABAg,pos,,,"THAT IS WHY I LOVE FERNANDO ALONSO, HE LET PIASTRI THROUGH, SOMETHING GOING ON WITH THE PIASTRI TEAM, SABOTAGE."
,UgxjDFuQ4QnUvuS8aDl4AaABAg,pos,,,민준씨 고마워요 저녁 먹으면서 즐겨야겠어요??
,UgxQXPiaSTBzjg37zAJ4AaABAg,pos,,,The first stylist took his job to the next level????
,UgxRXoF-OfDxV6bz0794AaABAg,neu,,,Did no one notice the look of concern on her kid on the first one or is it just me? ??
,UgzUBzbxHoVAB1YCVNN4AaABAg,pos,,,Jennie’s looking Butterfly ???
,UgxUCcN_bErTDv3zphV4AaABAg,pos,,,Wow jennie?
,UgyUihv_Qvtjb28SWyJ4AaABAg,neu,,,1 one looks bad 2nd reel is good
,UgxBe_r2UIQzVMC5jQN4AaABAg,neu,,,The first stylist is almost
,UgwIwbqUL2SelVIFezl4AaABAg,pos,,,"너무 고생햇어!!
효딤 나탈리 스맵형 다쁘 다누리!! 즐거웠다….ㅠ눅눅해지지말자 ?"
,UgwZ7PR2uUJ8nLW6bEB4AaABAg,pos,,,고름들 실력 보여줘서 뭔가 좋다
,UgwkwOcb3P24HBehLMh4AaABAg,pos,,,Great video clips
,UgxiYLP0jgEzueLr-B54AaABAg,neu,,,"Toni Bou ????, 38-time world champion. 19 indoor trial championships and another 19 outdoor ones. I'M NOT ASKING YOU TO BETTER IT, I'M ASSURING IT."
,Ugy0biotjynr4QlzbSV4AaABAg,pos,,,Wow nice video ???
,UgzHUh2FlwtoOH26Zqp4AaABAg,neg,,,That kiss is so dangerous ??
,UgxRqcljriHUi21ktUd4AaABAg,neu,,,"제가 쓰는 방식이랑 완전히 똑같긴 하네요..
추가로 저는 어떤 자료로 업무 진행할때 파일 이름 맨 앞에 업무 진행 중인 자료 : ★ / 백업자료나 참조자료 : ☆ 이렇게 구분해놓긴 합니다.

그리고 파일도 시간대별로 아카이빙 합니다.
예를 들면 009_Folder Structure_251122(날짜)_1229(시간)

연단위 업무를 할 때 동일한 파일명이 많아서 헷갈릴 경우가 있는데 이렇게 하면 좀 헷갈릴 일도 적어지더라구요."
,UgzfQwgM2T1dHqZlat54AaABAg,pos,,,잘못했다고 인정하고  얼마나 좋아  ??
,Ugz-ic7mY8vo2WhqNLd4AaABAg,neu,,,"전 사료가 아무리 좋아봤자 사료라는 생각에.. 닭가슴살이나 당근, 감자 이런 거 삶아서 주고 가끔 간 안 된 소고기, 닭고기 등등 줍니다.. 울 강쥐 아주 건강하고 10살 넘었는데도 잘 뛰어댕겨요 사료는 그냥 사람이 동물 편하게 키우려고 주는거지 쟤들도 미각이 있다고 생각해요?? (절대절대 간 된 음식은 주면 안 됩니다!!! 기름기 많은 것도 안 되고, 초콜릿이나 청포도 이딴 것도 안 됩니다 그런 거 제외하곤 같이 잘 먹어용ㅎㅎ)"
,UgwsnlXNCllrpIzxoRB4AaABAg,neu,,,생활형 초능력자들이 많은거 같음.. 주변에 잘 보세요~
,UgwM8fjpPYSWfg5ah2J4AaABAg,pos,,,"""한입먹고"" 가 개웃기네ㅋㅋㅋ"
,UgwYjkHWylkPKs7wyfl4AaABAg,pos,,,어우 듣기 좋아
,UgzhQvYrED1H0B4bbPF4AaABAg,pos,,,빨간아재 님 대한민국 ???? 미래을위해 ???? 항상 용기내주셔서 정말 정말 감사드립니다 힘내세요 응원합니다  ?? ????? ??
,UgzRQzQKYmnbOCFz0kl4AaABAg,neu,,,쓰레기장? 거기서 살아주세요 아니면 용암지역에 오두막. 있자나여 거기서 해주세요ㅕㅕ쓰레기 장은 여기 오른쪽에 3:13
,UgzGA8WEJoFlFQonTWF4AaABAg,pos,,,오 엄청 빨리 왔다!!대박;;오늘 영상도 감사합니당ㅎ?
,UgxTrfeqAcPVUzuPaNZ4AaABAg,neu,,,낚시터에서 살아남기 해주세욥^^!♡♡♡???????
,UgzcTj-MVrRHAL9TEix4AaABAg,pos,,,센스가   있으요  넘  멋진  여성입니다  하고자하면  못할길  뭐가  있을까요 ?????
,Ugzurk5KUUOQoaf3_wN4AaABAg,pos,,,"아, 웃겨 ㅎㅎㅎ 이 때는 연예인도 우리랑 다를바 없어서 나름 기분 좋았는데, 요즘 보면 연예인은 다른 세계 맞더라구요."
,UgxpKrzovqNeW69y9B14AaABAg,pos,,,생기가 넘치는구나!!   보기 좋은 영상! ??????
,UgywkuTO-PQWvPD-IRV4AaABAg,pos,,,너무 아름다워요
,Ugwxf6hdKdOLqpp2pV54AaABAg,pos,,,이걸 이기네ㅋㅋㅋ
,UgwI7sOBJaaR8_zo01R4AaABAg,neg,,,쓰레기와의 추억이네?
,Ugw8pYp13WXPuKZnQPV4AaABAg,neg,,,"진짜 세상 미쳐가는거같은...
얼마전 본인차도 문콕 당했는데 
일딴 형사 가 안되 지금 2달 넘게 민사로 징행하고있음
간격도 충분히 있는데 초딩 ㅅㄲ가 타기 불편하다고 저런식으로 문을 박살냄...
나이불문하고 그냥 세상이 미친거같음.."
,UgycGMihEe43g28Lmyt4AaABAg,neg,,,"와.... 본인이 먼저 잘못 주차해놓고 실화냐..
상황이 짜증날 수야 있지만..
저런 사람 처음 봄.."
,UgxRJDd0OrBuJ32grot4AaABAg,pos,,,왼팔님 영상 항상 재밌어용 ????????
,UgwdU13SSTzsITToMXp4AaABAg,neu,,,얼마나 좋아
,UgxF3E-nkRm3A2Zkd0h4AaABAg,neu,,,"그딴건 안중요합니다.
지금 내가 님보다 덜쳐먹어도 난 지금 존나 살이찐다는게 문제죠.
그래서 저 오늘 돈까스 한장이랑 훈제연어 300그람이랑 
다이어트용으로 산 설도 150그람 후추 소금 뿌려서 촵촵 뿌려먹고 거기에 너무 허하길래 소주 2병 곁들였습니다.
아 놔 ㅅㅂ 오늘도망했네"
,UgwWQdk6btfGbmAR9hZ4AaABAg,neg,,,핏불 제넨증말 너무 위험한견종이다 불법화 시켜부러
,UgwPX0bqqXJ-NeQMAcp4AaABAg,neu,,,헐 우린님 !!! 블로그마스가 시작이라니용 벌써 12월이 벌서 왔다고 ... ?? ???↔????↔? 아니야 !!!!! ㅠㅠㅠㅠㅠㅠ
,UgxiiBtFau2izgWZDr94AaABAg,pos,,,"아아아아아아아악!!!!!!내 블로그마스…나의…나만의…나의 유일한 블로그마스…..
이유 모르게 어딘가 외롭고 쓸쓸한 연말이 매년 우린님의 블로그마스 덕분에 조금이나마 따뜻하답니다…ㅎㅎㅎ감사합니당 연말까지 같이 달려요!!??"
,UgyINR6c2FqGF81fzFp4AaABAg,pos,,,"요거트 왔숑 요거트 왔숑
ㅎㅎㅎㅎ
잔잔하고 뽀짝해서 무방비로 터지는 우린님 자막 
날씨 영하로 떨어진다는데 감기 조심해요 
앞으로 자주 볼 수 있어서 좋다ㅏㅏ??"
,UgyD0UX8bizvxBUi1xJ4AaABAg,pos,,,헐!!!!! 안그래도 요즘 작년 블로그마스 재탕중이였는데... 이런 선물같은 영상이 ㅠㅠㅠ??????
,Ugzxa1jnjHo26s_j4qh4AaABAg,pos,,,블로그마스 너무 기다렸어요오?
,UgzIaaPahGunpIkLa7J4AaABAg,pos,,,ㅎㅓ걱슨 블로그마스라니…!!! 연말이 훅 체감되네요 아악
,UgySRexEqvsGf0L0zsB4AaABAg,pos,,,제가 움프를 사랑하는 이유죠 아아 움프 영상 너모 좋코!!!
,UgyOGrfphtth8ZpNshB4AaABAg,pos,,,담엔 머리 손질하는 것도 올려주실 수 있나용?????? 자연스러운 컬링이 넘 예뻐요!!!!!!
,UgxweuJqBMtWNTH6-c14AaABAg,neg,,,음쓰처리기.. 저는 비추에요 그거 냄새 오지고 특히 손 대면 자동으로 열리는 거 사시면..불편해요.. 지나가기만 해도 뚜껑 열려서 집 안에 음쓰냄새도 아니고 구역질 나는 냄새 퍼짐..
,Ugyvq9lzDe2t-KJkh_l4AaABAg,neu,,,10만!!?? 축하합미다????
,UgwJrnVXZaufxgXGXth4AaABAg,neg,,,지금까지의 부모들중 정말 최악인 엄마다 adhd있는 아이한테 어떡해 저런 훈육을하는지
,Ugw8hJLGdGzrYph5edp4AaABAg,neg,,,저 여자. 진짜 최악이다
,Ugz1s1ndLXmKejgmHPh4AaABAg,neg,,,가짜뉘우스의폐혜가엄떵남 플랜카드도글코나라내분갈등조장에앞서는목적자들임!!반드시뿌릴뽑고정화시켜야함자라나는세대들에겐~~특히나 독약임!!!
,UgxXdRWTx3NEaie2X8h4AaABAg,pos,,,병장 센스 좋다
,Ugyx5xnYLhUMfgfBuY14AaABAg,pos,,,"지금 사는 지역에서 아르바이트 하는거 봤는데 그땐 방송 안하실 때라 아는 척 못했는데 내적 친밀감이 너무 깊었어서 너무 반가웠어요
유튜브에서 다시 보게 됐다니 너무 좋네요ㅜ"
,UgxHi99E5r6pnACtpI54AaABAg,pos,,,와ㅠㅠㅠㅜㅠㅠㅜㅠㅠㅠㅠㅠㅠㅠㅠ 진짜 얼마나 그리웠는지ㅠㅠㅠㅠㅠㅠㅠ  늪지대에서 하차하셨을때 부터 간절히 돌아오길 몇년을 기다렸는데ㅠㅠㅜㅠ 정말 감사합니다ㅠㅠㅠㅠㅠㅠ 개리 최고!!
,Ugya51fr8H4XoABQoJN4AaABAg,neu,,,현재 블랙박스 고장상태로 제품을 알아보고있습니다. 운행중 불안해하며 주행을 하고 있습니다 ㅠㅠ 하루빨리 블랙박스를 달아야하는대 마땅히 마음에드는 제품을 찾고 있는 찰나!! 차업차득에서 아주 좋은 제품을 안내해주시는군요!! 당첨 기원합니다><?
,UgxnMXhrdlXlG5j48s94AaABAg,neu,,,"미니언 생성 속도 빨라지고 라인 갯수도 바뀌고
민병대에 라인별 퀘스트에 와드쿨감소 등등
적응의 개념으로는 어렵진 않겠다만
기존 밸런스적인 부분을 굉장히 많이 건드리는 내용들이라
이걸 잡는게 정말 빡일 거 같네요..ㅋㅋ"
,UgwpuG1KLW3cLqOQBgt4AaABAg,neu,,,맨유 이번시즌 코너킥 득점 꽤 괜찮은걸로 아는데 수비는 최악이지만
,UgzEB7CMoijxHSvtPXR4AaABAg,neu,,,템버린 은  않쳐 줬냐 ??!!!!
,Ugxe6_JcVHy8jvqM1mV4AaABAg,pos,,,진짜 에코 조오오오오오오온나 잘하네 뽀뽀 마렵노
,UgxfrB2LqMZjVRbSNul4AaABAg,pos,,,??????????????????????????????????????????
,Ugx8M-ctZnctl_pcIkR4AaABAg,neu,,,"악령에게 인기남 ! 그이름은 구푸린 ????
괴물에게도 인기짱이시네 ㅎ
단쥐?? 이성에게는 인기가..절레절레"
,UgzrY8T5x8gAgAYHcpB4AaABAg,pos,,,역대 최고
,Ugxyb51o7-pFnPoJLRJ4AaABAg,neu,,,An that’s the truth!
,UgzjiM-Uu4BZNmdG9H54AaABAg,neu,,,????????????????????????????????????
,UgzvtVVCuOzujUcM6wF4AaABAg,pos,,,"이 분은 뭔가 잔잔하면서도 과하지 않고
실력도 좋고 괜찮은 거 같음"
,UgxFX0n-gTg_P4RiyIB4AaABAg,neg,,,"다른  구단들...
영입하지 마라..이건 진짜 최악이다.."
,Ugy996RQ00fBBfYiM5p4AaABAg,neu,,,"주연님 영상 보고 가끔 지갑이 털렸었는데 오늘은 지갑을 지킬수 있을거 같습니다~ *^.^*
근데 청음이라도 한번 해보고 싶다는 생각을 잠시나마 해봤습니다~ ㅋㅋ"
,UgwzXJR2vdiysr78eh14AaABAg,neu,,,Rescuing him was the happiest part but letting him go away was the saddest ending ??
,Ugxv-qqwBnJHu6rUTqh4AaABAg,pos,,,"Pobrecito, que hermoso que lo rescataron y todo el amor ?? que le dieron, triste que tuvo que regresar a su habitad ???"
,Ugz9aUleM3z5SVVlGjt4AaABAg,pos,,,이두분 구타유발자들 에서 진짜 ?? 와 진짜 시골 현지 양아치같았지 합이 너무 잘맞아
,UgxgxD3VWmQTGglHd-J4AaABAg,neg,,,아 짜증나ㅋㅋ ㅈㄴ기대햇는데
,UgxvBBR-y2-20R_VjzR4AaABAg,neu,,,The girl in the back has 3 arms
,UgwpP9RqMRZjnCJmzmN4AaABAg,neu,,,"1000% AI. generated image of a girl in a yellow shirt lying on the ground, filming with a mobile phone."
,Ugwt4bBZBxs1eu5AEux4AaABAg,pos,,,This video is exactly what I needed I will definitely recommend this.
,UgxubBzz6ehmVOyX2ip4AaABAg,neg,,,"If it weren't AI, this device would be useful for packing apples from China."
,Ugzeu3KqxxqK_7eot9J4AaABAg,neu,,,"Bro, the girl in the back literally has three arms"
,UgzDX_QmYlTCVc7PYpd4AaABAg,pos,,,This tutorial is worth sharing I will definitely recommend this.
,UgwaMg8tJT4n-OwAcBN4AaABAg,neu,,,"Even tho its ai, i'm surprised there's no one asking how to take them off lol"
,UgxNA-u8uOmENZSCIq14AaABAg,neu,,,I think a friend is showing their phone to her
,Ugz_8_zRgJwgca8rOvZ4AaABAg,neg,,,말과 행동이 정반대인 내로남불 정권!!!
,Ugx3deULtzy7I7Zt9Kt4AaABAg,pos,,,"아,경상도 사투리 넘 좋아-충청인"
,UgxTECL_5Nq0W4SK_sJ4AaABAg,neu,,,원본은 그냥 신나서 갖고 오던데ㅋㅋㅋ
,Ugw87IJTZ6GBYprMK6N4AaABAg,neu,,,사랑합니다 존경합니다 이순재 선생님 좋은 연기 보여주셔서 너무 감사 합니다 그 곳에선 평안하시길 바랄게요 지금 계신 그 곳에서 못다한 꿈 다 이루길 바랄게요
,UgxS0AYFmr2jlrC7H894AaABAg,pos,,,"우릴위한 신나는 멜로디라~~~다함께 신화를 이루어 나가리라~~~
임영웅 서울콘~~대박!?????
건행~~~"
,UgyUPEH-Hrqd40pR0zl4AaABAg,neg,,,재정신이 박혀잇는건가????? 움직이는 쓰레기통이네 ㅋㅋㅋㅋ 차가저정도면 집구석은 ㄷ ㄷ ㄷ ㄷ ㄷ
,Ugwxdkbzd8DYuA_V6wB4AaABAg,neu,,,This is AI but dog is hero of rescue
,UgwbErwUFIoyLTcOqBt4AaABAg,neu,,,"""Sit Ubu. Sit. Good dog."""
,Ugx3N3icqyFs3Eln3b14AaABAg,neu,,,The guy Harvey knows the elevator broken because he could smell it??
,UgwcF7pOyRQaifITQCZ4AaABAg,pos,,,??? 쉐어TV 좋아????
,UgwWDTaKtkq4M4LOU1l4AaABAg,neu,,,"나의 원동력 베리베리에게
일단 2년 7개월이라는 긴 시간을 버텨줘서 정말 고맙다는 말을 먼저 하고 싶어. 항상 팬들에게 우리 좋아하는 거 힘들지 않냐고 이야기해 주는데 진짜 기다리는 거 하나도 안 힘들었고 지금이라도 돌아와 줘서 너무 기뻐. 항상 성공하고 싶은 이유가 개인적인 욕심보다 팬들을 위해서인 베리베리라서 너무 좋아. 요즘 너희가 하는 말 한마디 한마디를 들어보면 이번 컴백을 얼마나 기다렸는지, 얼마나 열심히 준비했는지가 느껴지는데 이번에는 진짜 정말 잘됐으면 좋겠어. 비주얼, 인성, 노래, 춤 전부 다 잘하는 베리베리니까 이번에도 잘 준비해 왔을 거라고 믿어. 조금이라도 더 활동하고 싶은 이유가 팬들이고 작은 거 하나에도 감사하고 초심을 잃지않는 너희라서, 지금까지 너희가 걸어온 길을 돌아보면 왜 아직도 안 뜬 건지 의아해지는 너희라서, 그 누구보다 너희가 성공했으면 좋겠어. 이번 앨범 안무도 많이 어렵다고 하고 스케줄도 많은데 항상 건강 잘 챙기면서 활동했으면 좋겠어. 무엇보다도 건강이 우선이니까. 우리 베러들이 베리베리 진짜 행복하게 만들어줄게. 올해는 다른 해들과 달리 아주 바쁜 연말을 보내게 될 테지만, 그 안에서도 소소한 행복과 즐거운 일을 가득 담아 갈 수 있기를 진심으로 바라. 그리고 언제나 그래왔듯이 너희의 최선은 항상 최고니까! 여러모로 큰 걱정은 하지 않았으면 좋겠어. 애써 증명하지 않아도 이미 많은 사람들이 알 거야 열심히 사는 너희를 볼 때면 나도 열심히 살고 싶다는 마음이 들어. 너희가 누군가에게 또 다른 꿈이라는 걸 잊지 않았으면 좋겠어! 우리가 아는 건 너희가 겪은 수많은 힘든 순간 중 일부일 뿐이지만… 그럼에도 베리베리는 우리한테 정말 큰 힘이 돼! 이번엔 우리가 베리베리에게 힘이 돼줄 차례라고 생각해. 우리가 항상 너희 옆에서 지켜줄게. 이번 컴백 대박나자 화이팅!"
,UgzSl4SJ3qYKYS34htZ4AaABAg,neu,,,WE ARE ALL GETTING VERIVERY FAMOUS ON GODD I SENSE VIRALISM WHAT IS BLESSING MY EARS AGH IM ASCENDING
,UgzERsDZbX6D74uBw3R4AaABAg,neu,,,"카카오페이에서 온갓 내 자산정보를 알려주는 톡이
계속 오는데 어떤 기능을 꺼야
안올까요? 카카오페이로 송금하거나 선물하기등 이런걸
몇번 해서 모든 자산정보가 유출되는걸까요? 연결을 끊으면 이용불편함을 겪을까봐
과감히 끊지도 못하고 너무
과한 온갖 내정보를 자꾸 관여
하는게 싫은데 이거 해결방법
있는지 알려주시면 감사요^^"
,UgwvUhzUUv7dZo953l14AaABAg,neu,,,"""아 그냥 그렇다는거지ㅋㅋㅋ"""
,UgywWHWiyYTOid5TYo94AaABAg,neu,,,"머장 당신은 이제 끝났어
감히 골드실버즈를 허락한 안일함은 엄청난 후폭풍이 돌거야

??? : 뭐라고!? 골드실버즈가 생겼다고!!?? 가자!!!!!!!!!!!"
,UgxZUVQ028OTff4r-eB4AaABAg,neu,,,분명 아론 채널인데...왜 바지가 나오지???하고 놀랐네 ㅋㅋ
,UgwXEJg5XO7ly-_3ViF4AaABAg,neg,,,"홍명보 비꼬는것 같아..선수보다 자기가 더 돋보여야하는 넘..손흥민이 한테 배알이 꼬여서
흠집내기바뻤지..??"
,Ugyv9D8KCH8KnBfi8uF4AaABAg,neu,,,"어이구~~~ 이진이 말도 못 뗀 갓난아기였던 시절이 엊그제 같은데 시간 참 빠르구 그러네??
이제 어엿한 멋진 꼬꼬마 신사님 됐구나 ?"
,UgxZPkReEqLfegxVmvl4AaABAg,neg,,,존나 비싸네…그냥 열화상카메라가 반값정도면 해상도도 좋고 훨 낫네
,UgxVNDGzl3CgWiBtJYp4AaABAg,pos,,,아닌현민 쵝오유ㅠ어어어옹 ㅠㅠㅠㅠㅠ 데뷔축하드립니더|~$<
,UgzOXXNVpoALVO-cLFV4AaABAg,pos,,,진짜 이수근 센스때문에 너무좋아요ㅋㅋㅋ
,UgyTJYukYV76CRJBEIx4AaABAg,neg,,,"정보보안학 전공 출신으로 애플이 보안, 폐쇄적 생태계로 꼴깝 요란 떠는게 웃김ㅋㅋ
문에다가 덕지덕지 잠금장치 사용자 불편하게 달아놓고 정작 우회하면 집 털기 순삭 가능"
,UgwDLmN6Pz18z-X_7Ul4AaABAg,neu,,,헐 퀵쉐어 너무 좋아서 노트북 태블릿 폰 다 연결해놓고 사는데 모르는 사람들이 많다니!! 퀵쉐어 나의 빛 나의 희망······
,UgyRVfSRnbWF7fcvGJd4AaABAg,neu,,,"진짜 내가 지금 미처버린 갱년기ㅜ 
세상 모든게 귀찮음ㅜ 
누가 내옆에 1미터이상 접근하면 
짜증부터남;; 
폰 노트북만 가지고 혼자 절에가서
절밥 먹고 새소리 들으며 한 1~2년 
살고싶음"
,UgwCh2m7RB6t-kzudCB4AaABAg,pos,,,드디어 이 이야기를 후야 시점으로 보게 되어서 매우 감복스럽습니다 ㅠㅠ
,UgylI1J1afVK13fjJzZ4AaABAg,neu,,,"동갑내기 유재석씨.
어느덧 우리도 50대 중반 꼰대가 되버렸습니다.
회사 신입으로 28년차 인데,이젠 위로 선배가 별로 없네요.
이제 말로만 듣던 노년이 되어 가기 시작 했습니다."
,UgxE_vJvUak2OliD3hJ4AaABAg,pos,,,20번 봣다?너무 웃껴
,Ugyxbng93jKQLi-St8V4AaABAg,pos,,,누나 최고
,UgzfBbm5hGztRroRjJl4AaABAg,neu,,,다들 너무 진지한 것 같은데 그냥 찐카푸어 돌려까는거 아님? ㅋㄱㅋ
,UgzJPXJpzDntal1IvOt4AaABAg,pos,,,진짜 존나 웃기넼ㅋㅋ
